Datetime,PM2.5,PM10,NO,NO2,NOx,CO,O3,Benzene,Toluene,AQI,AQI_Bucket
2022-12-17,479.8,285.7,142.0,39.2,73.4,1.21,176.2,6.08,8.58,492.0,Severe
2022-12-18,368.0,130.0,93.3,28.7,93.1,9.11,46.5,14.54,15.65,447.5,Severe
2022-12-19,144.4,130.1,152.1,98.5,159.1,8.45,175.3,12.16,28.19,319.0,Very Poor
2022-12-20,192.4,60.4,133.0,24.5,186.2,1.56,99.5,17.54,23.59,355.8,Very Poor
2022-12-21,41.2,348.0,180.8,142.4,3.4,9.23,194.8,1.82,15.34,298.0,Poor
2022-12-22,236.9,588.0,125.4,100.0,48.7,3.99,116.3,1.8,27.33,493.0,Severe
2022-12-23,411.8,587.4,178.3,9.5,31.3,9.95,165.4,13.38,9.07,492.6,Severe
2022-12-24,170.1,584.3,53.6,116.4,148.4,8.27,75.6,10.59,18.95,490.8,Severe
2022-12-25,455.0,11.0,139.5,142.4,46.3,8.07,63.9,18.05,3.39,482.1,Severe
2022-12-26,468.5,487.4,80.7,51.0,107.7,4.14,146.7,15.41,10.98,487.5,Severe
2022-12-27,439.3,415.7,70.2,29.6,217.0,7.53,88.6,7.02,3.78,475.9,Severe
2022-12-28,272.2,154.6,90.2,22.5,82.9,2.59,76.7,13.2,23.09,409.4,Severe
2022-12-29,293.9,414.3,138.5,48.0,129.5,5.34,172.9,0.02,24.08,418.1,Severe
2022-12-30,364.7,246.6,79.2,18.3,191.8,1.51,166.9,19.38,5.58,446.2,Severe
2022-12-31,165.4,385.6,57.0,149.8,1.0,1.76,66.1,18.55,13.72,344.4,Very Poor
2023-01-01,82.4,127.9,199.4,36.8,27.2,4.52,69.3,7.41,17.81,174.1,Moderate
2023-01-02,345.1,11.4,95.3,134.1,173.9,5.68,45.0,1.9,19.57,438.4,Severe
2023-01-03,113.1,460.6,66.5,53.2,129.3,1.74,140.8,12.58,21.91,418.3,Severe
2023-01-04,50.6,238.8,93.1,13.8,134.1,0.21,136.4,9.12,8.4,192.6,Moderate
2023-01-05,68.8,408.6,102.3,109.4,106.0,2.46,170.7,3.14,5.12,373.2,Very Poor
2023-01-06,478.7,220.8,186.1,110.2,38.6,1.5,74.8,8.56,3.17,491.5,Severe
2023-01-07,475.3,437.2,176.8,45.4,47.4,1.26,185.7,18.05,23.68,490.2,Severe
2023-01-08,62.8,44.7,131.4,3.5,87.8,1.75,54.1,6.74,26.07,107.8,Moderate
2023-01-09,183.6,126.3,157.8,148.7,1.9,3.33,62.3,4.38,0.96,349.0,Very Poor
2023-01-10,286.6,85.7,112.8,102.9,78.4,1.78,71.8,15.81,29.6,415.2,Severe
2023-01-11,191.0,586.8,137.2,133.9,226.2,7.57,110.5,15.4,5.98,492.3,Severe
2023-01-12,154.2,292.1,137.1,106.1,218.7,1.32,108.6,19.37,9.61,326.5,Very Poor
2023-01-13,105.4,118.0,78.3,88.3,13.6,0.87,73.4,10.51,13.44,250.2,Poor
2023-01-14,207.4,531.7,138.9,88.7,59.5,4.8,68.5,5.75,5.58,460.0,Severe
2023-01-15,218.3,257.6,198.0,54.2,209.7,8.52,113.1,5.19,14.49,375.7,Very Poor
2023-01-16,229.3,352.6,63.4,109.5,191.5,7.83,115.4,8.55,23.97,384.1,Very Poor
2023-01-17,339.6,46.4,103.9,100.6,126.0,9.63,72.4,17.62,5.62,436.2,Severe
2023-01-18,166.2,73.5,120.5,7.3,203.5,3.66,81.1,10.05,13.86,335.7,Very Poor
2023-01-19,42.4,58.8,136.1,33.9,205.0,3.09,145.7,17.03,25.55,225.0,Poor
2023-01-20,443.6,393.2,193.8,140.5,1.9,2.58,2.8,4.37,1.61,477.6,Severe
2023-01-21,308.9,98.6,29.3,23.3,130.6,7.61,84.3,7.19,9.5,424.0,Severe
2023-01-22,79.4,407.1,101.4,33.1,82.7,3.4,111.7,16.49,1.78,371.3,Very Poor
2023-01-23,301.9,165.6,58.5,92.4,78.3,3.12,107.2,12.3,26.39,421.2,Severe
2023-01-24,110.7,380.5,196.6,126.7,4.4,4.6,115.4,16.18,22.67,338.0,Very Poor
2023-01-25,76.9,156.7,63.0,86.2,30.2,8.04,40.4,2.98,16.5,175.4,Moderate
2023-01-26,17.4,314.5,133.2,58.4,58.8,5.78,2.1,19.7,28.89,264.5,Poor
2023-01-27,60.8,545.9,137.4,114.8,110.3,2.08,141.6,0.5,23.49,468.3,Severe
2023-01-28,32.7,212.4,153.6,19.1,4.1,5.15,67.1,16.42,6.93,175.0,Moderate
2023-01-29,477.0,179.2,78.1,76.2,14.8,6.89,45.9,0.89,13.67,490.9,Severe
2023-01-30,374.3,565.4,61.4,139.2,174.4,4.36,166.9,16.06,22.07,479.7,Severe
2023-01-31,212.1,489.5,182.9,57.1,53.9,3.83,69.2,0.36,29.91,435.3,Severe
2023-02-01,347.5,2.1,67.3,88.1,78.4,8.6,79.9,10.62,28.32,439.4,Severe
2023-02-02,420.2,145.6,166.6,24.9,148.7,4.97,106.0,7.48,7.65,468.3,Severe
2023-02-03,287.2,150.8,114.0,51.6,182.4,6.94,157.4,16.75,17.73,415.4,Severe
2023-02-04,293.8,242.0,60.2,10.2,214.0,6.8,169.0,1.26,2.02,418.0,Severe
2023-02-05,318.3,489.4,176.2,39.7,48.9,4.35,46.3,0.52,5.35,435.2,Severe
2023-02-06,416.3,242.5,101.1,57.6,217.0,5.28,65.2,3.63,13.33,466.7,Severe
2023-02-07,366.2,43.1,76.2,76.6,125.7,7.15,92.8,13.55,6.1,446.8,Severe
2023-02-08,93.2,449.9,141.8,28.8,21.5,9.54,195.5,13.48,11.89,412.1,Severe
2023-02-09,250.7,265.8,88.7,80.0,249.2,1.25,70.7,5.39,27.73,269.2,Poor
2023-02-10,6.8,500.9,131.6,43.7,5.5,0.43,146.7,19.23,18.06,441.9,Severe
2023-02-11,355.5,243.8,68.9,69.2,35.1,4.09,176.9,11.24,0.23,442.5,Severe
2023-02-12,361.0,599.3,148.4,42.7,7.6,7.26,183.4,17.97,17.38,499.6,Severe
2023-02-13,143.7,70.1,117.9,32.2,170.5,6.28,54.7,18.1,12.69,318.4,Very Poor
2023-02-14,84.6,399.6,192.4,130.0,227.6,8.67,30.3,7.75,20.32,361.9,Very Poor
2023-02-15,268.8,440.7,27.3,35.6,175.0,1.51,132.8,11.23,2.61,408.1,Severe
2023-02-16,465.6,235.2,162.2,15.1,102.5,0.61,174.4,15.47,18.5,486.3,Severe
2023-02-17,385.4,581.1,157.1,81.2,2.8,6.05,39.0,11.23,3.48,488.9,Severe
2023-02-18,465.7,303.5,63.4,35.2,153.0,7.91,6.5,0.42,29.67,486.4,Severe
2023-02-19,236.6,196.8,97.7,124.0,24.7,8.36,137.7,17.69,9.39,389.7,Very Poor
2023-02-20,460.4,306.5,192.4,6.3,163.0,0.57,49.6,15.93,27.85,484.3,Severe
2023-02-21,465.2,45.6,155.2,131.9,96.0,2.49,82.2,8.55,29.17,486.2,Severe
2023-02-22,161.1,100.4,31.5,43.6,237.0,1.56,22.2,12.42,1.14,331.8,Very Poor
2023-02-23,179.9,537.3,192.9,70.8,176.1,8.15,134.7,7.23,9.58,463.3,Severe
2023-02-24,487.1,574.2,142.0,69.1,137.0,4.36,171.5,14.06,11.88,494.9,Severe
2023-02-25,380.6,173.0,0.3,56.1,71.3,1.99,139.6,8.6,2.46,452.5,Severe
2023-02-26,142.1,435.9,17.1,65.4,112.1,5.97,117.9,11.09,2.34,403.9,Severe
2023-02-27,271.8,192.5,81.0,19.2,29.6,1.38,57.4,9.37,28.29,409.3,Severe
2023-02-28,6.7,558.6,145.6,99.2,237.5,4.46,181.9,3.52,0.79,475.7,Severe
2023-03-01,113.4,389.1,122.6,124.1,42.3,9.14,7.9,18.16,20.33,348.7,Very Poor
2023-03-02,17.6,362.7,38.9,136.5,240.1,3.42,112.3,1.46,2.22,315.7,Very Poor
2023-03-03,285.5,299.7,93.6,23.6,168.5,4.52,123.6,8.79,17.03,414.7,Severe
2023-03-04,493.3,448.8,8.5,74.7,81.1,0.6,55.3,18.17,0.19,497.3,Severe
2023-03-05,32.7,598.0,67.9,106.7,112.8,3.84,83.4,3.86,29.98,498.8,Severe
2023-03-06,180.2,118.9,90.8,36.1,180.8,4.94,70.1,16.02,7.18,346.4,Very Poor
2023-03-07,28.2,94.4,17.9,54.3,54.9,1.48,43.4,19.78,0.2,94.4,Satisfactory
2023-03-08,152.9,257.8,109.2,105.5,127.1,4.28,126.0,14.51,17.66,325.5,Very Poor
2023-03-09,142.4,233.8,1.9,41.6,72.0,6.36,6.6,7.69,26.34,317.4,Very Poor
2023-03-10,328.0,315.9,113.7,144.2,159.2,0.39,58.8,14.7,17.92,431.6,Severe
2023-03-11,289.3,549.7,67.7,38.0,86.0,8.96,193.7,8.3,5.79,470.5,Severe
2023-03-12,117.6,475.6,19.2,126.3,247.8,8.71,64.9,19.55,16.85,427.1,Severe
2023-03-13,89.7,25.2,74.4,102.3,35.2,6.48,64.8,19.79,11.01,199.0,Moderate
2023-03-14,145.2,7.5,186.0,136.3,203.8,3.35,133.3,7.75,29.34,319.6,Very Poor
2023-03-15,342.1,220.4,165.0,107.3,243.1,5.01,67.1,6.01,2.34,437.2,Severe
2023-03-16,207.2,229.4,73.2,33.7,224.1,7.88,67.0,4.67,22.3,367.2,Very Poor
2023-03-17,178.1,283.1,73.7,106.8,112.0,4.66,22.5,12.43,23.29,344.8,Very Poor
2023-03-18,393.3,284.5,168.0,135.2,0.4,1.66,39.8,6.01,15.59,457.6,Severe
2023-03-19,377.2,344.7,121.4,147.4,91.7,9.5,192.6,4.11,11.42,451.2,Severe
2023-03-20,470.7,559.4,6.5,13.0,198.5,9.83,112.9,11.6,13.84,488.4,Severe
2023-03-21,272.7,363.4,146.6,48.6,135.7,8.73,147.5,15.12,22.06,409.6,Severe
2023-03-22,143.8,462.9,149.1,20.3,202.8,5.97,1.8,5.41,8.45,419.7,Severe
2023-03-23,164.2,29.3,104.7,89.1,165.0,3.2,149.4,0.01,0.86,334.2,Very Poor
2023-03-24,94.3,292.9,190.7,10.2,124.9,2.53,47.6,19.23,14.78,242.9,Poor
2023-03-25,391.9,120.0,194.6,9.2,99.9,3.33,131.6,8.97,4.76,457.0,Severe
2023-03-26,49.7,379.5,76.0,56.4,84.5,8.21,147.0,6.11,21.6,336.7,Very Poor
2023-03-27,129.2,47.3,86.1,60.2,94.6,3.67,44.4,14.19,25.78,307.3,Very Poor
2023-03-28,129.6,478.7,183.8,118.3,17.2,8.01,38.4,9.6,19.21,428.9,Severe
2023-03-29,313.8,421.1,116.6,105.0,160.1,7.47,63.4,2.35,22.27,426.0,Severe
2023-03-30,296.6,21.0,110.8,41.3,244.4,3.37,119.5,17.39,15.6,419.1,Severe
2023-03-31,374.9,584.6,148.3,54.4,59.5,9.8,40.8,19.99,22.12,491.0,Severe
2023-04-01,110.9,329.0,120.8,94.0,81.4,1.27,132.3,7.47,6.72,279.0,Poor
2023-04-02,24.7,166.2,52.2,145.4,176.2,5.16,143.3,9.09,15.1,196.2,Moderate
2023-04-03,21.3,294.9,134.7,140.4,121.3,2.12,20.8,9.61,24.91,244.9,Poor
2023-04-04,114.1,309.7,139.4,38.7,204.1,2.88,155.6,15.62,12.45,279.9,Poor
2023-04-05,350.0,193.7,88.9,65.0,208.5,2.91,102.5,17.44,7.07,440.4,Severe
2023-04-06,214.9,488.3,68.7,78.0,178.0,5.52,67.6,3.46,5.4,434.6,Severe
2023-04-07,57.4,62.5,18.5,123.0,214.6,1.61,115.8,2.28,23.74,234.6,Poor
2023-04-08,194.4,143.5,37.4,131.0,105.9,3.56,168.9,1.62,0.32,357.3,Very Poor
2023-04-09,22.2,268.0,138.0,65.8,238.8,7.26,154.4,1.35,17.12,258.8,Poor
2023-04-10,279.5,329.0,37.2,77.0,25.0,7.19,28.5,4.48,12.37,412.3,Severe
2023-04-11,413.7,322.9,103.0,76.5,16.3,8.52,185.3,8.63,1.1,465.7,Severe
2023-04-12,119.6,42.3,155.8,29.4,235.0,1.76,83.9,16.87,22.89,298.6,Poor
2023-04-13,347.5,224.9,110.4,99.8,116.8,6.06,42.6,10.54,26.6,439.4,Severe
2023-04-14,380.9,561.0,169.3,94.0,189.0,3.45,69.7,3.89,25.78,477.2,Severe
2023-04-15,263.8,68.8,119.3,43.7,111.2,2.04,0.2,18.8,24.58,406.1,Severe
2023-04-16,284.8,190.2,175.0,10.3,209.3,8.98,169.4,5.12,14.38,414.4,Severe
2023-04-17,414.0,442.4,77.2,10.4,91.1,0.44,72.6,17.24,11.68,465.8,Severe
2023-04-18,30.7,261.7,84.3,3.4,41.7,6.4,141.5,19.16,29.35,211.7,Poor
2023-04-19,267.0,538.8,139.7,90.5,28.2,2.78,118.1,11.36,7.24,464.1,Severe
2023-04-20,427.9,419.6,163.9,2.5,4.4,3.52,31.6,17.08,2.93,471.3,Severe
2023-04-21,263.7,169.9,169.6,49.0,103.7,3.31,5.2,13.09,6.77,406.0,Severe
2023-04-22,155.6,229.9,93.3,36.8,241.2,8.04,170.9,5.72,24.82,327.6,Very Poor
2023-04-23,308.6,590.8,118.3,121.1,163.9,0.83,19.8,15.69,3.85,494.6,Severe
2023-04-24,103.1,155.8,45.2,38.3,5.2,0.02,185.7,19.89,19.6,243.4,Poor
2023-04-25,227.4,577.6,101.6,97.4,18.9,6.14,87.5,7.69,29.24,486.9,Severe
2023-04-26,21.1,528.8,125.8,75.3,203.6,4.8,165.0,18.87,21.86,458.3,Severe
2023-04-27,421.3,441.8,197.4,38.7,80.5,7.5,117.5,16.45,5.74,468.7,Severe
2023-04-28,466.7,331.4,165.7,113.6,88.6,7.84,4.4,11.53,25.63,486.8,Severe
2023-04-29,381.8,290.3,102.4,14.3,141.9,4.88,161.7,15.8,12.02,453.0,Severe
2023-04-30,170.5,468.2,38.6,57.7,165.0,3.06,122.6,3.22,20.46,422.8,Severe
2023-05-01,363.1,47.3,137.2,4.5,68.0,1.72,185.7,12.74,6.6,445.6,Severe
2023-05-02,2.0,298.7,28.8,118.4,164.2,8.35,161.3,12.67,13.76,248.7,Poor
2023-05-03,314.1,33.7,180.8,97.0,179.6,4.39,117.0,5.76,6.51,426.1,Severe
2023-05-04,25.5,221.0,48.1,80.5,216.1,1.52,16.0,13.43,17.28,236.1,Poor
2023-05-05,357.7,317.4,72.1,17.2,150.9,8.92,52.3,1.9,1.49,443.4,Severe
2023-05-06,231.6,461.6,16.5,106.7,219.8,8.31,126.3,0.38,8.14,418.9,Severe
2023-05-07,354.4,37.7,48.0,56.3,39.9,0.49,82.8,10.84,18.31,442.1,Severe
2023-05-08,235.1,556.2,136.1,104.7,46.3,3.4,148.1,17.42,21.0,474.3,Severe
2023-05-09,397.2,461.9,150.3,59.1,122.4,3.46,170.0,15.51,9.61,459.1,Severe
2023-05-10,179.0,123.0,124.2,80.3,153.3,7.93,145.6,14.63,29.96,345.5,Very Poor
2023-05-11,421.4,464.9,164.5,68.6,93.6,2.8,5.1,5.95,12.73,468.7,Severe
2023-05-12,299.2,202.8,53.0,133.9,107.7,5.7,42.6,19.53,12.56,420.2,Severe
2023-05-13,289.2,43.3,198.2,8.2,178.2,3.44,102.8,18.63,5.7,416.2,Severe
2023-05-14,159.2,45.7,159.6,93.8,80.7,9.67,19.8,19.85,4.13,330.3,Very Poor
2023-05-15,399.3,579.9,18.7,75.1,80.9,6.72,64.0,12.38,19.86,488.2,Severe
2023-05-16,109.6,190.6,96.5,143.0,51.6,1.36,199.0,2.1,17.83,277.2,Poor
2023-05-17,267.5,66.7,60.9,128.0,123.1,4.48,194.2,17.51,18.75,407.6,Severe
2023-05-18,312.8,67.6,167.3,128.6,109.5,8.99,122.0,19.82,4.1,425.6,Severe
2023-05-19,195.9,338.3,192.7,70.8,226.4,9.41,153.1,17.7,11.59,358.5,Very Poor
2023-05-20,266.0,538.4,122.8,97.1,234.7,5.02,125.0,14.53,29.89,463.9,Severe
2023-05-21,277.0,134.2,93.2,38.0,61.3,2.9,67.4,18.44,13.44,411.3,Severe
2023-05-22,136.4,294.8,198.2,137.3,148.9,7.38,115.7,4.26,19.7,312.8,Very Poor
2023-05-23,119.4,547.6,167.8,33.5,16.8,0.48,144.2,17.33,15.29,469.3,Severe
2023-05-24,453.7,276.5,99.8,24.5,27.1,9.15,7.5,18.88,10.5,481.6,Severe
2023-05-25,339.4,46.7,190.8,9.2,178.9,6.23,0.6,10.36,28.84,436.1,Severe
2023-05-26,494.0,347.8,72.4,125.5,95.3,5.76,25.0,3.75,6.77,497.6,Severe
2023-05-27,151.8,453.6,21.0,140.4,148.8,7.76,102.9,11.55,19.69,414.2,Severe
2023-05-28,463.0,64.8,175.8,117.5,223.3,4.34,13.3,5.94,7.43,485.3,Severe
2023-05-29,300.1,475.8,94.7,102.9,216.8,2.09,28.2,10.97,12.73,427.2,Severe
2023-05-30,16.0,64.8,165.2,24.9,155.1,2.32,34.7,13.83,19.89,175.1,Moderate
2023-05-31,207.5,202.7,162.1,144.7,50.6,5.52,133.7,17.66,16.06,367.4,Very Poor
2023-06-01,8.6,42.6,138.5,29.4,197.4,2.1,95.8,10.56,4.87,217.4,Poor
2023-06-02,347.2,38.6,99.7,19.0,216.7,7.29,188.2,9.84,29.39,439.2,Severe
2023-06-03,227.5,297.8,102.3,41.3,179.8,1.91,143.6,9.2,27.06,382.7,Very Poor
2023-06-04,141.4,150.4,172.3,127.9,121.6,5.13,133.8,10.76,17.64,316.7,Very Poor
2023-06-05,407.8,157.7,54.3,148.0,48.8,8.0,40.3,11.03,3.17,463.3,Severe
2023-06-06,347.8,416.1,107.8,127.4,9.8,8.11,148.5,8.75,16.66,439.5,Severe
2023-06-07,279.5,166.0,83.8,16.0,218.5,4.07,174.7,15.79,17.72,412.3,Severe
2023-06-08,99.4,438.2,107.8,101.6,84.9,1.26,56.3,11.39,1.27,405.2,Severe
2023-06-09,476.8,368.7,106.3,68.8,153.7,4.76,128.5,5.0,20.96,490.8,Severe
2023-06-10,452.1,541.3,145.4,68.5,98.0,3.9,198.6,12.82,18.49,481.0,Severe
2023-06-11,355.5,507.5,162.8,113.0,183.4,0.59,104.5,0.53,27.09,445.8,Severe
2023-06-12,258.4,490.7,67.8,123.9,70.0,7.83,111.1,14.74,17.36,436.0,Severe
2023-06-13,256.4,36.2,86.0,141.7,215.4,2.97,9.9,13.15,29.63,403.1,Severe
2023-06-14,6.4,344.1,186.9,37.5,30.7,6.43,71.3,2.95,9.64,294.1,Poor
2023-06-15,168.2,98.0,84.2,103.2,122.6,6.95,68.2,0.03,1.43,337.2,Very Poor
2023-06-16,228.4,480.5,30.0,97.4,238.9,8.4,119.7,0.42,26.47,430.0,Severe
2023-06-17,400.0,99.0,59.6,49.3,214.1,1.02,109.6,3.42,22.68,460.2,Severe
2023-06-18,297.2,500.1,38.3,142.3,73.2,1.54,49.9,17.88,17.83,441.5,Severe
2023-06-19,122.0,536.6,70.0,142.8,202.0,9.97,99.3,0.2,6.27,462.9,Severe
2023-06-20,308.7,581.1,89.6,47.1,192.8,5.07,38.0,1.57,0.31,488.9,Severe
2023-06-21,417.6,376.9,127.0,86.7,69.2,2.1,189.6,9.85,10.73,467.2,Severe
2023-06-22,61.4,450.1,97.2,24.9,115.5,1.21,111.3,19.09,10.34,412.2,Severe
2023-06-23,306.6,326.4,40.8,88.1,169.4,8.53,4.3,9.06,12.24,423.1,Severe
2023-06-24,323.7,162.0,91.5,57.8,63.0,7.19,76.1,1.6,16.83,429.9,Severe
2023-06-25,160.9,306.7,183.4,97.2,109.2,5.76,23.2,10.13,5.64,331.6,Very Poor
2023-06-26,175.0,275.7,145.7,31.6,142.5,4.49,44.5,11.84,22.52,342.4,Very Poor
2023-06-27,29.2,366.6,191.1,44.1,98.9,7.29,116.0,12.86,22.78,320.5,Very Poor
2023-06-28,415.8,12.8,28.3,79.4,93.3,4.63,12.5,9.14,13.58,466.5,Severe
2023-06-29,199.9,90.0,161.5,21.0,233.0,9.06,178.5,1.77,0.28,361.6,Very Poor
2023-06-30,110.8,206.5,172.3,30.1,101.1,7.81,173.6,13.16,12.9,268.6,Poor
2023-07-01,145.1,203.6,186.8,126.4,5.3,0.87,126.2,1.5,19.78,319.5,Very Poor
2023-07-02,158.1,31.6,4.6,102.9,25.7,9.33,168.9,8.45,8.34,329.5,Very Poor
2023-07-03,318.9,65.0,182.2,30.9,116.2,9.31,70.8,14.6,27.59,428.0,Severe
2023-07-04,377.0,370.8,169.2,94.2,50.5,4.21,137.5,6.66,28.96,451.1,Severe
2023-07-05,248.0,484.7,13.2,56.8,5.4,9.38,72.4,13.77,16.48,432.5,Severe
2023-07-06,16.2,43.4,178.2,104.2,14.7,7.22,20.7,18.18,17.19,165.2,Moderate
2023-07-07,65.9,320.6,199.7,109.4,231.3,3.42,74.4,2.63,27.74,270.6,Poor
2023-07-08,406.1,357.5,81.4,106.3,207.7,3.53,127.6,14.1,2.74,462.7,Severe
2023-07-09,100.5,125.0,94.0,110.5,134.9,6.73,101.5,8.08,6.77,233.4,Poor
2023-07-10,364.2,440.8,75.2,111.1,32.0,4.18,0.3,15.88,3.02,446.0,Severe
2023-07-11,257.2,312.8,28.6,99.8,155.0,8.47,61.8,7.33,19.56,403.5,Severe
2023-07-12,24.7,504.3,177.0,1.0,109.7,7.63,199.8,2.51,4.95,443.9,Severe
2023-07-13,83.7,515.7,10.0,42.0,71.2,8.34,98.9,13.82,24.11,450.6,Severe
2023-07-14,145.9,303.5,11.9,100.4,137.7,5.99,30.7,0.2,24.08,320.1,Very Poor
2023-07-15,193.0,275.2,61.8,5.7,230.8,9.38,140.5,13.98,12.7,356.3,Very Poor
2023-07-16,230.0,386.5,175.1,62.1,10.4,1.86,176.1,6.01,20.19,384.7,Very Poor
2023-07-17,224.2,405.0,32.1,20.5,224.6,7.82,51.0,14.71,5.46,380.2,Very Poor
2023-07-18,439.9,476.3,145.8,23.5,72.8,6.5,80.9,14.23,9.92,476.1,Severe
2023-07-19,345.9,417.5,25.3,104.8,148.9,0.91,65.6,6.08,28.36,438.7,Severe
2023-07-20,96.3,408.2,39.4,120.9,161.3,1.1,185.0,13.86,4.26,372.7,Very Poor
2023-07-21,183.9,578.6,38.5,146.0,179.3,9.08,160.1,15.71,28.1,487.5,Severe
2023-07-22,372.8,263.4,26.0,49.8,141.4,3.79,17.6,1.89,17.92,449.4,Severe
2023-07-23,490.5,284.6,40.2,102.2,44.2,1.63,29.8,16.53,23.99,496.2,Severe
2023-07-24,300.2,527.2,187.7,9.5,61.5,1.61,116.9,0.27,15.45,457.4,Severe
2023-07-25,154.4,408.6,52.4,143.2,61.1,4.48,3.5,12.87,6.94,373.2,Very Poor
2023-07-26,154.6,581.6,130.0,125.2,163.0,2.88,65.0,1.33,20.2,489.2,Severe
2023-07-27,178.6,408.1,74.0,112.4,219.4,2.91,21.2,8.08,4.5,372.6,Very Poor
2023-07-28,354.6,158.2,142.0,117.8,142.8,2.92,176.7,4.61,25.68,442.2,Severe
2023-07-29,278.2,314.2,5.6,45.2,123.5,3.71,28.6,9.36,11.59,411.8,Severe
2023-07-30,131.9,280.9,167.8,15.9,89.8,8.52,198.9,10.13,29.75,309.4,Very Poor
2023-07-31,22.0,234.5,58.9,47.1,4.5,7.52,132.6,17.62,7.03,189.7,Moderate
2023-08-01,29.3,591.8,64.7,83.3,235.9,5.72,182.7,16.86,24.88,495.2,Severe
2023-08-02,229.6,448.7,12.8,7.2,73.7,5.55,48.0,7.03,12.59,411.4,Severe
2023-08-03,227.5,213.5,109.3,73.9,104.4,0.93,168.6,2.7,10.88,382.7,Very Poor
2023-08-04,51.0,247.0,127.6,55.2,111.2,5.11,71.9,7.94,11.59,198.0,Moderate
2023-08-05,190.3,21.2,143.8,111.7,129.6,6.17,25.0,15.36,18.11,354.2,Very Poor
2023-08-06,461.3,93.5,11.7,103.1,33.1,7.59,143.7,1.94,27.74,484.6,Severe
2023-08-07,314.2,20.3,180.5,130.5,74.3,8.25,156.3,16.4,23.07,426.1,Severe
2023-08-08,8.0,248.2,150.2,47.6,66.7,0.77,138.0,4.89,5.86,198.8,Moderate
2023-08-09,58.0,582.7,26.1,116.0,147.8,7.86,56.2,2.48,3.49,489.9,Severe
2023-08-10,430.7,337.0,191.5,30.6,89.7,3.61,150.4,10.35,11.95,472.4,Severe
2023-08-11,276.0,589.2,159.4,136.4,245.0,8.86,182.7,12.35,27.54,493.7,Severe
2023-08-12,314.9,93.0,67.0,62.0,241.5,3.52,53.9,7.0,12.32,426.4,Severe
2023-08-13,476.0,273.9,96.3,91.5,131.2,6.39,166.9,15.42,23.59,490.5,Severe
2023-08-14,261.3,65.1,67.6,13.5,37.5,4.42,105.5,11.26,28.11,405.1,Severe
2023-08-15,355.2,269.6,56.4,144.9,159.3,5.89,75.8,3.86,3.66,442.4,Severe
2023-08-16,95.9,142.5,179.5,115.3,236.5,2.47,165.0,7.9,4.76,256.5,Poor
2023-08-17,422.7,354.8,156.9,11.1,242.1,9.54,47.4,5.7,4.59,469.3,Severe
2023-08-18,217.7,531.3,14.9,102.9,84.3,1.55,121.6,10.86,13.96,459.8,Severe
2023-08-19,289.4,67.5,150.0,47.5,36.5,5.01,192.1,19.35,17.98,416.3,Severe
2023-08-20,418.3,241.5,195.8,77.2,199.4,5.31,90.4,12.3,28.38,467.5,Severe
2023-08-21,87.8,151.6,150.7,21.9,218.5,1.43,33.9,19.44,22.52,238.5,Poor
2023-08-22,355.9,593.4,94.8,95.3,213.9,1.1,192.9,16.03,19.25,496.1,Severe
2023-08-23,255.0,422.4,38.5,30.2,211.8,6.54,139.1,8.44,8.53,402.6,Severe
2023-08-24,409.3,62.5,163.3,2.6,232.5,8.99,40.1,11.48,4.17,463.9,Severe
2023-08-25,285.7,112.5,76.7,83.5,45.9,2.03,186.2,12.19,26.45,414.8,Severe
2023-08-26,75.3,413.5,156.6,56.6,14.9,1.05,47.7,4.11,14.03,379.3,Very Poor
2023-08-27,316.9,21.8,23.1,35.9,90.6,6.86,195.2,7.37,16.88,427.2,Severe
2023-08-28,340.7,572.6,160.9,99.8,226.3,6.73,136.5,7.86,22.01,483.9,Severe
2023-08-29,205.5,160.9,9.0,12.4,194.6,9.43,195.3,4.18,18.29,365.8,Very Poor
2023-08-30,114.2,353.5,1.8,38.4,23.3,8.6,37.1,7.77,26.38,304.1,Very Poor
2023-08-31,181.6,499.4,182.0,21.4,38.2,3.66,20.6,8.41,22.52,441.1,Severe
2023-09-01,75.5,475.7,174.7,30.7,82.5,8.75,149.5,1.9,8.82,427.2,Severe
2023-09-02,144.0,240.2,31.9,139.6,43.4,8.25,142.5,0.73,14.92,318.7,Very Poor
2023-09-03,39.4,526.9,53.7,46.3,91.8,0.46,27.7,13.51,19.22,457.2,Severe
2023-09-04,471.7,517.7,79.6,14.0,96.1,4.27,102.6,16.65,18.42,488.7,Severe
2023-09-05,8.7,203.1,64.5,13.2,112.4,4.39,26.9,2.52,12.33,168.8,Moderate
2023-09-06,63.2,506.5,36.2,97.4,180.1,5.49,180.8,16.31,6.56,445.2,Severe
2023-09-07,55.0,515.8,117.3,136.1,197.9,0.97,3.8,2.29,23.44,450.7,Severe
2023-09-08,209.4,254.9,191.8,32.7,146.5,0.35,198.9,14.34,27.11,368.8,Very Poor
2023-09-09,291.0,254.6,81.5,24.2,18.3,2.63,135.7,1.08,24.02,416.9,Severe
2023-09-10,436.1,103.6,110.3,48.7,162.0,9.34,94.8,19.29,2.3,474.6,Severe
2023-09-11,238.1,390.7,94.8,20.1,101.5,4.22,71.9,15.15,15.96,390.9,Very Poor
2023-09-12,148.0,34.4,34.8,2.6,179.7,6.24,100.0,0.81,24.8,321.7,Very Poor
